e, e_dot, e_int, stamp, 
-2.4919358598652632, 0.06049907943149985, -0.16973138622575992, 14214000000, 
-2.470825921092965, 0.26745926850423773, -0.16911302040860887, 14248000000, 
-2.44245979674554, 0.4850594423502262, -0.16785168909461876, 14282000000, 
-2.4097755368934397, 0.598533178426719, -0.16598938844059077, 14316000000, 
-2.370363670361852, 0.7068247684675305, -0.16371224409068555, 14350000000, 
-2.3247153714948547, 0.8339231901822055, -0.16104337045167, 14384000000, 
-2.1503263971508657, 1.0174309508005912, -0.3103250465683433, 14486000000, 
-1.9190246405331297, 1.3257867024892975, -0.4347965158241618, 14588000000, 
-1.738745109462501, 1.6396112850447027, -0.3291254483383015, 14656000000, 
-1.4857194049595914, 1.7106045787871, -0.2914643854474626, 14758000000, 
-1.2408352672286356, 1.627156347169495, -0.30364038515224945, 14860000000, 
-1.0198517952053014, 1.5224431691316667, -0.2547556397827599, 14962000000, 
-0.8564704360844222, 1.256094219425534, -0.2119667098992484, 15064000000, 
-0.7288644034977527, 0.9509391885867607, -0.17715269116554838, 15166000000, 
-0.626156376803118, 0.7526603244487067, -0.1503814027141999, 15268000000, 
-0.5429557986603246, 0.607544460253033, -0.12906240736936125, 15370000000, 
-0.47786389329080503, 0.4846159591905652, -0.11199437267528882, 15472000000, 
-0.42333490653259664, 0.39091794812983, -0.09820251269689337, 15574000000, 
-0.37417534514688633, 0.33885146452261017, -0.08672544185797958, 15676000000, 
-0.3297890175707736, 0.30570551948308183, -0.07665635030901743, 15778000000, 
-0.28867319704264816, 0.27941878465437314, -0.06749935406370094, 15880000000, 
-0.26251034151908437, 0.2626147183446769, -0.049921778180842015, 15948000000, 
-0.22615761273153145, 0.2470490590617601, -0.04404933190661829, 16050000000, 
-0.1939791232518706, 0.22395822963141754, -0.04642000127016907, 16152000000, 
-0.16616856857694362, 0.19604262795616942, -0.0398687607101035, 16254000000, 
-0.14434758933840097, 0.1621945552727766, -0.03430567911937063, 16356000000, 
-0.12559761925556323, 0.13258480170385747, -0.029655736847621728, 16458000000, 
-0.10960410674039922, 0.1135407928039273, -0.02580935344273671, 16560000000, 
-0.09616427541752381, 0.0961873981635275, -0.022532888096117063, 16662000000, 
-0.0844487740730373, 0.08220696950118274, -0.0197347666237053, 16764000000, 
-0.07387980680730388, 0.0728250608177122, -0.01730551422825482, 16866000000, 
-0.0644233789480868, 0.0654424677285964, -0.0151471332683331, 16968000000, 
-0.05597405519861054, 0.058515528132984794, -0.013210852384872082, 17070000000, 
-0.04845033814116251, 0.05219947976119053, -0.011481648515574469, 17172000000, 
-0.04184961433991585, 0.04615830345978656, -0.009946632522218843, 17274000000, 
-0.037819721945563156, 0.041325367296652614, -0.007260114884176353, 17342000000, 
-0.03270422077159729, 0.03647169858004872, -0.00636783489990099, 17444000000, 
-0.028363995194362168, 0.030901067814382316, -0.006724379777983537, 17546000000, 
-0.024685853455320927, 0.026203814759073088, -0.005831276720647065, 17648000000, 
-0.021534275161807503, 0.022319346511616555, -0.00507172041918136, 17750000000, 
-0.019007270731504988, 0.018557459881751438, -0.004435463155707072, 17852000000, 
-0.016686563187800374, 0.01584219599348735, -0.0038915114175156742, 17954000000, 
-0.014615253351427882, 0.014352997974108194, -0.00342101793440986, 18056000000, 
-0.012780237802890948, 0.01276576923173015, -0.0029975796952641056, 18158000000, 
-0.011127165465278921, 0.011398980020094642, -0.0026195406501326466, 18260000000, 
-0.009641519506108143, 0.01025724933589152, -0.0022813267486509045, 18362000000, 
-0.008343189788557748, 0.009097959727846971, -0.001979607483676247, 18464000000, 
-0.007219063163651285, 0.007916523994957052, -0.0017138565271655676, 18566000000, 
-0.0062554224380044765, 0.006822769119455135, -0.0014836019265345184, 18668000000, 
-0.005436425628786878, 0.005825612859034008, -0.0012859419636700993, 18770000000, 
-0.004944325164839558, 0.005088717337054178, -0.0009427164831257517, 18838000000, 
-0.004322828562016934, 0.004443291825959493, -0.0008332028301531243, 18940000000, 
-0.0037866301252251766, 0.0037833171229228156, -0.0008876573019415534, 19042000000, 
-0.0033197135984028847, 0.0032781534758629057, -0.0007771837154238596, 19144000000, 
-0.0029334261142857088, 0.0027882484017629668, -0.0006827043489781362, 19246000000, 
-0.0025835914433174345, 0.002405627957795589, -0.0006008977186084098, 19348000000, 
-0.002263036547089037, 0.0021908155790740917, -0.0005290436791190681, 19450000000, 
-0.0019772691078259186, 0.0019814455408219476, -0.00046402500267980247, 19552000000, 
-0.0017210544469370426, 0.0017711833338300467, -0.0004053724869259358, 19654000000, 
-0.0014920537777931564, 0.0015856710131789617, -0.00035294565861381595, 19756000000, 
-0.001292903159503922, 0.0013991872138337275, -0.00030640877412792017, 19858000000, 
-0.0011218812614539608, 0.0012097141056836456, -0.00026566499751507064, 19960000000, 
-0.0009757714865155087, 0.0010363780163020041, -0.0002305578017081906, 20062000000, 
-0.0008516674262657453, 0.0008830517489810965, -0.00020055377184799458, 20164000000, 
-0.0007459610952404994, 0.000751014350571926, -0.0001749912005454792, 20266000000, 
-0.0006821193187445118, 0.0006583954110105467, -0.00012918571094754287, 20334000000, 
-0.0005995039250583645, 0.0005829348314710087, -0.00011489644587912462, 20436000000, 
-0.0005269083367878125, 0.0005072254312310436, -0.00012298014748016682, 20538000000, 
-0.00046255807980255526, 0.0004475354420124484, -0.00010804998323211378, 20640000000, 
-0.0004050578205689881, 0.00039820430136870715, -9.482764812683618e-05, 20742000000, 
-0.00035344486745225723, 0.0003565791253277714, -8.303213221201843e-05, 20844000000, 
-0.0003102476954022215, 0.0003098370103489104, -7.267502607279574e-05, 20946000000, 
-0.0002709320953795391, 0.0002696495819369874, -6.35544767599132e-05, 21048000000, 
-0.0002364258235383332, 0.00024124794726760896, -5.559718177376637e-05, 21150000000, 
-0.00020678722455036436, 0.00020962376087965608, -4.856186975584009e-05, 21252000000, 
-0.00018100834768652874, 0.0001811028622607989, -4.244705491271538e-05, 21354000000, 
-0.00015854813495197462, 0.00015764408365486846, -3.7151372088843e-05, 21456000000, 
-0.0001391769802570053, 0.00013670381512916152, -3.2553875476894584e-05, 21558000000, 
-0.00012232026688296926, 0.00011839172571570377, -2.856308598225254e-05, 21660000000, 
-0.00010752309474382216, 0.00010344407030452012, -2.5093383248098176e-05, 21762000000, 
-9.456058304380122e-05, 9.071792104303285e-05, -2.2059468237600298e-05, 21864000000, 
-8.660778958535786e-05, 8.13454310055097e-05, -1.6359183151135602e-05, 21932000000, 
-7.61686708989906e-05, 7.309904860794868e-05, -1.4582432466595148e-05, 22034000000, 
-6.693183109218737e-05, 6.430051795153758e-05, -1.5620163827204433e-05, 22136000000, 
-5.879672295261429e-05, 5.677107172018402e-05, -1.372901129617787e-05, 22238000000, 
-5.1660588670010554e-05, 4.990602098750592e-05, -1.2062461704607229e-05, 22340000000, 
-4.58577696251794e-05, 4.2284161200767616e-05, -1.0629425524850688e-05, 22442000000, 
-4.047978493693094e-05, 3.6538574291109854e-05, -9.38387373978422e-06, 22544000000, 
-3.56875356475328e-05, 3.32360587504791e-05, -8.297706134255732e-06, 22646000000, 
-3.1490430266067904e-05, 2.9376976048572018e-05, -7.3207270578361505e-06, 22748000000, 
-2.775928469356259e-05, 2.590931684303989e-05, -6.455733041287103e-06, 22850000000, 
-2.4425947590778208e-05, 2.3086544690489207e-05, -5.689945053427791e-06, 22952000000, 
-2.148712061478264e-05, 2.0497268231307032e-05, -5.009719997140393e-06, 23054000000, 
-1.8875263552153854e-05, 1.813949032230181e-05, -4.405606559524599e-06, 23156000000, 
-1.657947202282628e-05, 1.6038067293975034e-05, -3.872046220903868e-06, 23258000000, 
-1.4613403178653783e-05, 1.3927648279411995e-05, -3.404633435247106e-06, 23360000000, 
-1.2865100376568961e-05, 1.2138469432213463e-05, -2.995942339307333e-06, 23462000000, 
-1.1778782056826032e-05, 1.1038497652611818e-05, -2.2245795180160973e-06, 23530000000, 
-1.0347952169365016e-05, 1.0001004467566699e-05, -1.9828706274897337e-06, 23632000000, 
-9.0725881110032e-06, 8.843771064780498e-06, -2.1215539189292083e-06, 23734000000, 
-7.967334384240132e-06, 7.779796683414653e-06, -1.8623754771933673e-06, 23836000000, 
-7.027883735855056e-06, 6.682040441660599e-06, -1.63661082371469e-06, 23938000000, 
-6.1490103497874316e-06, 5.9422354067081724e-06, -1.437807535952018e-06, 24040000000, 
-5.315299075547841e-06, 5.596681896428807e-06, -1.2574691349609422e-06, 24142000000, 
-4.582659845375758e-06, 5.1187924980773635e-06, -1.0911939104083499e-06, 24244000000, 
-3.913419137191454e-06, 4.58130698809277e-06, -9.391737079518235e-07, 24346000000, 
-3.2813477766069354e-06, 4.252653819505958e-06, -8.00865019623842e-07, 24448000000, 
-2.6892868940642245e-06, 4.0004321670824495e-06, -6.721156589346577e-07, 24550000000, 
-2.125894447591037e-06, 3.7759912712937863e-06, -5.505639800418293e-07, 24652000000, 
-1.6467429619915208e-06, 3.4070063139630837e-06, -4.394108526479811e-07, 24754000000, 
-1.3339500033460183e-06, 3.0991533449927117e-06, -2.893732867326193e-07, 24822000000, 
-8.900078167783931e-07, 2.9840902762610422e-06, -2.1933971098656949e-07, 24924000000, 
-4.411818488314623e-07, 2.91754298860966e-06, -1.812294974889994e-07, 25026000000, 
-9.212556051352294e-09, 2.878415884728892e-06, -9.114735107296211e-08, 25128000000, 
3.923696323404613e-07, 2.7240244482742606e-06, -3.945684532880022e-09, 25230000000, 
8.123987891295315e-07, 2.6850043960159598e-06, 8.129779884846754e-08, 25332000000, 
1.26974943404079e-06, 2.8672542539226434e-06, 1.682672141747332e-07, 25434000000, 
1.7945800014906865e-06, 3.2097425240560626e-06, 2.636175192769485e-07, 25536000000, 
2.381676786455955e-06, 3.6337495176966185e-06, 3.703284230951453e-07, 25638000000, 
3.0339854224514795e-06, 4.050344512943768e-06, 4.902964703070722e-07, 25740000000, 
3.869291425928623e-06, 4.861485749910678e-06, 6.313768471688518e-07, 25842000000, 
4.944428968034487e-06, 6.243279560728782e-06, 8.056439955161919e-07, 25944000000, 
6.448459131114248e-06, 8.428652631325575e-06, 1.0378282077052601e-06, 26046000000, 
8.63515944571347e-06, 1.2061210711369224e-05, 1.3619072330506296e-06, 26148000000, 
0.013938158047361426, 0.06828912102022276, 0.0007906836944031677, 26216000000, 
0.039795801253949215, 0.15278407692307636, 0.0030454136861095267, 26318000000, 
0.061433859400876756, 0.15521471030560566, 0.007831411671748742, 26420000000, 
0.08213352942908791, 0.13835858880764282, 0.012468696925706143, 26522000000, 
0.09773694839910574, 0.11863754574584635, 0.016408694931576786, 26624000000, 
0.10501024384882962, 0.07476050463967877, 0.01937188907403758, 26726000000, 
0.10323309311623108, 0.017961257245507647, 0.020806659404763315, 26828000000, 
0.09424668962978444, -0.03517501378772935, 0.020569321808449465, 26930000000, 
0.0828343866290635, -0.06666243950054764, 0.01906136351750537, 27032000000, 
0.07583540897625873, -0.07160382182983037, 0.01433193416332271, 27100000000, 
0.0685447822631402, -0.05813429147818853, 0.012875492745879537, 27202000000, 
0.06707295897855614, -0.028635457508832004, 0.014378814214820944, 27304000000, 
