x, y, theta, stamp, 
-3.8442529389123257, -1.9078331470811156, -2.607247663985894, 25740000000, 
-3.8635648938906444, -1.919261218567142, -2.6072473293626133, 25842000000, 
-3.882876842147378, -1.9306892994410192, -2.6072469332809844, 25944000000, 
-3.902188863805298, -1.9421174319735552, -2.6072464473907266, 26046000000, 
-3.9215008323946927, -1.9535455487919209, -2.6072458131165854, 26148000000, 
-3.9336533144102495, -1.9607060687857274, -2.620828138939007, 26216000000, 
-3.9500553163072967, -1.9696175672332978, -2.634872546439635, 26318000000, 
-3.9631647324547856, -1.9768055540790899, -2.6410685959711513, 26420000000, 
-3.9730184281102248, -1.9822213566163616, -2.641107242891863, 26522000000, 
-3.9788595417689363, -1.9854401875150183, -2.6362157013413965, 26624000000, 
-3.9824936506359134, -1.9874682879265912, -2.6253262271205324, 26726000000, 
-3.9846280821348063, -1.9886955924614176, -2.610738563417578, 26828000000, 
-3.9859514073465174, -1.9894842308695468, -2.593280790074011, 26930000000, 
-3.9871549357871423, -1.990233045419251, -2.5743244124680222, 27032000000, 
-3.988101379033204, -1.9908436989699612, -2.5615468337472542, 27100000000, 
-3.989755404134045, -1.9919470051464778, -2.543946768259453, 27202000000, 
-3.991577277314645, -1.9932044529198916, -2.529785270647239, 27304000000, 
-3.993454823332781, -1.9945346905900496, -2.519487337113708, 27406000000, 
