x, y, theta, stamp, 
5.858602629867168e-05, -9.948933956492923e-07, 1.0810547971556933e-06, 20162000000, 
5.861764104355883e-05, -9.949327714612132e-07, 1.0822615709358009e-06, 20196000000, 
0.0012132116225621215, -9.988339592680035e-07, 2.226169151920049e-06, 20230000000, 
0.0035234439467253516, -1.0044814006906926e-06, 2.7574135724627656e-06, 20264000000, 
0.00698906625923553, -1.0130473440213176e-06, 2.40621460344654e-06, 20298000000, 
0.01161014569271599, -1.0210393339875573e-06, 2.43766901516548e-06, 20332000000, 
0.016876402384194723, 4.720406294158651e-06, 0.0034045472861249457, 20366000000, 
0.022690586648987314, 5.6704139414524946e-05, 0.016876842044932762, 20400000000, 
0.02905617831556266, 0.00022907329318076888, 0.039007043584949726, 20434000000, 
0.0507298318441898, 0.0020783472605241976, 0.137885190783027, 20536000000, 
0.07257354979526036, 0.006230708405785023, 0.23881444444885205, 20638000000, 
0.0868548842473164, 0.010223937135799546, 0.305621221583375, 20706000000, 
0.10775805269368456, 0.017875272349105457, 0.3970063941279023, 20808000000, 
0.12795666020722116, 0.02728316173214079, 0.47893460958415807, 20910000000, 
0.14741047334847854, 0.03823427054480256, 0.5414886476943, 21012000000, 
0.16004909293676792, 0.04613023293404731, 0.5742379269669231, 21080000000, 
0.17860823759177688, 0.058629014349400044, 0.6128440060903241, 21182000000, 
0.196759172999726, 0.07175161158448005, 0.6413987771399469, 21284000000, 
0.21456560519225715, 0.08535163454283537, 0.6645269498045322, 21386000000, 
0.232063881524906, 0.09933747542977517, 0.6850713830605046, 21488000000, 
0.2492580456009475, 0.11368282092338985, 0.7055120518090437, 21590000000, 
0.26615722702916306, 0.12837425482525955, 0.726216112778457, 21692000000, 
0.27725370523292425, 0.13836352685347164, 0.7399850850198632, 21760000000, 
0.29364312902941264, 0.1536313970830574, 0.7601565212504454, 21862000000, 
0.30973699826369844, 0.16921950872823546, 0.7788856912083888, 21964000000, 
0.3255603856603727, 0.18509342390038785, 0.7953467697718806, 22066000000, 
0.34115494627426945, 0.20120722382866182, 0.8080757442838613, 22168000000, 
0.3514428969218057, 0.21205785280508346, 0.8158972846117887, 22236000000, 
0.3667380049548188, 0.2284624970533961, 0.8252796719024755, 22338000000, 
0.3818862393186923, 0.2449940268169217, 0.8330273496815294, 22440000000, 
0.39191734085778923, 0.2560749775915151, 0.837172190276734, 22508000000, 
0.4068768947945975, 0.27277744081527583, 0.8432568316282248, 22610000000, 
0.4217453286301014, 0.28956855445706836, 0.8487553885475745, 22712000000, 
0.4316116095916667, 0.3008076556276185, 0.851946261766446, 22780000000, 
0.4463433677661931, 0.3177299236734925, 0.8568611366245102, 22882000000, 
0.46099454964529324, 0.334723985009155, 0.8615188338305789, 22984000000, 
0.47556837416828474, 0.35177846383321004, 0.8657050731295496, 23086000000, 
0.49007187411055675, 0.3688867441814995, 0.8693384388472977, 23188000000, 
0.5045151806621184, 0.3860466917240729, 0.872611681441938, 23290000000, 
0.5141162788293844, 0.39751347231250533, 0.8746358051821302, 23358000000, 
0.5284818286390408, 0.41474975321671503, 0.8771818547952385, 23460000000, 
0.5428080045346193, 0.4320215941578955, 0.8793610432999811, 23562000000, 
0.5570970365800846, 0.4493209617233065, 0.8812844211318657, 23664000000, 
0.5713534511331471, 0.46664328090858503, 0.8828616808073337, 23766000000, 
0.5808426786010655, 0.47820327289635994, 0.8838663503495168, 23834000000, 
0.595058145064035, 0.49556115046255145, 0.8851963690177926, 23936000000, 
0.6092530659239608, 0.5129401186699832, 0.8864565588113247, 24038000000, 
0.6234280408109315, 0.5303366893422425, 0.887598346195355, 24140000000, 
0.6375830694431494, 0.5477473718867507, 0.8886173658569064, 24242000000, 
0.6517196680183027, 0.565170324384164, 0.8895553452566628, 24344000000, 
0.6658408298779835, 0.5826056158596923, 0.8904166160240498, 24446000000, 
0.6752475911490622, 0.5942363848593176, 0.8909535630672273, 24514000000, 
0.6893481293351544, 0.6116925078435668, 0.8916630293588514, 24616000000, 
0.7034373218858637, 0.6291585401183601, 0.8923018887473514, 24718000000, 
0.7175154244349023, 0.6466321966990373, 0.8928723376336444, 24820000000, 
0.7315836430659935, 0.6641123074097679, 0.8933494399209784, 24922000000, 
0.7456438303054107, 0.681598773575363, 0.8937867050359647, 25024000000, 
0.7550136330410099, 0.6932601282189141, 0.8940652886686421, 25092000000, 
0.7643807166501055, 0.7049243863505769, 0.8943211631334584, 25160000000, 
0.7831066702506378, 0.7282603801587678, 0.8948013073538607, 25296000000, 
0.7971437149456515, 0.7457674203632568, 0.8951347065575088, 25398000000, 
0.8111747040829401, 0.7632783277380529, 0.8954362901638415, 25500000000, 
0.8252005875524943, 0.7807933035258148, 0.8957189740075447, 25602000000, 
0.8392221252340795, 0.7983126255181876, 0.8959863154322183, 25704000000, 
